nct_id,nct_date,nct_year
NCT02248779,Sep-14,2014
NCT02250066,Jan-12,2012
NCT02250222,Oct-14,2014
NCT02250794,Oct-14,2014
NCT02251301,Jan-15,2015
NCT02252965,Dec-14,2014
NCT02254291,Oct-14,2014
NCT02255266,Mar-15,2015
NCT02256293,Jan-15,2015
NCT02256332,Jan-15,2015
NCT02258373,Mar-15,2015
NCT02258932,Dec-13,2013
NCT02258945,Apr-14,2014
NCT02261545,Sep-14,2014
NCT02262611,Jan-03,2003
NCT02263352,Jan-13,2013
NCT02265809,Oct-14,2014
NCT02266576,Jun-15,2015
NCT02266758,May-14,2014
NCT02266823,Oct-15,2015
NCT02268214,Nov-14,2014
NCT02268929,Oct-14,2014
NCT02269098,Feb-12,2012
NCT02269735,Nov-14,2014
NCT02272348,Dec-14,2014
NCT02273050,Jun-14,2014
NCT02273180,Oct-14,2014
NCT02273193,Apr-13,2013
NCT02273258,Mar-13,2013
NCT02274103,Mar-10,2010
NCT02274272,Oct-14,2014
NCT02275091,Oct-14,2014
NCT02275845,Sep-14,2014
NCT02276131,Jan-15,2015
NCT02277509,Apr-12,2012
NCT02278913,Apr-09,2009
NCT02278926,Jan-12,2012
NCT02278939,Nov-14,2014
NCT02280564,Mar-11,2011
NCT02282046,May-14,2014
NCT02282397,Sep-14,2014
NCT02282423,May-14,2014
NCT02284009,Oct-14,2014
NCT02284230,Dec-14,2014
NCT02284269,Oct-14,2014
NCT02284425,Oct-14,2014
NCT02284893,Sep-14,2014
NCT02285205,Nov-14,2014
NCT02285231,Nov-13,2013
NCT02285881,Mar-12,2012
NCT02286128,Jan-15,2015
NCT02287285,Oct-14,2014
NCT02287506,Mar-15,2015
NCT02287831,Feb-14,2014
NCT02288273,Dec-14,2014
NCT02288585,Oct-14,2014
NCT02289066,Nov-13,2013
NCT02290067,Oct-14,2014
NCT02290860,Dec-14,2014
NCT02290925,May-14,2014
NCT02291874,Oct-14,2014
NCT02292290,Apr-11,2011
NCT02292433,Jan-15,2015
NCT02292511,Feb-15,2015
NCT02292810,Nov-14,2014
NCT02293577,Nov-14,2014
NCT02293837,Jan-15,2015
NCT02294110,Nov-14,2014
NCT02294370,Dec-13,2013
NCT02294474,Jan-15,2015
NCT02294526,Nov-12,2012
NCT02294643,Apr-09,2009
NCT02297620,Apr-14,2014
NCT02298192,Nov-14,2014
NCT02298556,Oct-14,2014
NCT02298803,Jan-15,2015
NCT02302599,Jan-13,2013
NCT02302716,Dec-14,2014
NCT02303405,Nov-14,2014
NCT02303730,Mar-15,2015
NCT02304718,Dec-14,2014
NCT02305199,Jan-15,2015
NCT02305355,Feb-09,2009
NCT02305381,Dec-14,2014
NCT02306005,Nov-14,2014
NCT02306681,Oct-14,2014
NCT02307279,Nov-14,2014
NCT02307695,Nov-14,2014
NCT02309138,Jun-15,2015
NCT02309424,Jul-08,2008
NCT02310555,Oct-14,2014
NCT02311075,Dec-14,2014
NCT02311244,Feb-14,2014
NCT02311504,Jan-14,2014
NCT02312050,Mar-15,2015
NCT02312063,Feb-15,2015
NCT02313090,Jan-14,2014
NCT02313363,Dec-13,2013
NCT02315274,Jun-14,2014
NCT02315300,Nov-14,2014
NCT02315495,Feb-15,2015
NCT02316054,Nov-07,2007
NCT02316483,Dec-13,2013
NCT02316665,Apr-13,2013
NCT02316821,Dec-14,2014
NCT02316938,Feb-15,2015
NCT02317211,Feb-14,2014
NCT02317484,Nov-14,2014
NCT02317796,Dec-14,2014
NCT02318693,Feb-15,2015
NCT02320253,Nov-14,2014
NCT02320721,Jan-15,2015
NCT02322762,30-Dec-14,2014
NCT02324010,Jul-15,2015
NCT02324036,Dec-14,2014
NCT02324218,Oct-14,2014
NCT02324491,Dec-14,2014
NCT02324569,Dec-14,2014
NCT02325206,Dec-14,2014
NCT02325466,Nov-14,2014
NCT02325622,Dec-13,2013
NCT02327286,Jan-15,2015
NCT02327429,Feb-15,2015
NCT02328599,Feb-15,2015
NCT02330406,Jan-15,2015
NCT02330484,Mar-14,2014
NCT02330549,Jun-15,2015
NCT02330848,Feb-12,2012
NCT02330939,Jun-14,2014
NCT02332824,Sep-14,2014
NCT02333539,Sep-12,2012
NCT02333851,Jun-13,2013
NCT02334137,Nov-14,2014
NCT02337218,Nov-14,2014
NCT02340260,Aug-13,2013
NCT02341690,Jan-15,2015
NCT02343107,Mar-14,2014
NCT02343354,Nov-14,2014
NCT02343471,Mar-15,2015
NCT02343926,Dec-14,2014
NCT02344082,Jan-15,2015
NCT02344186,May-14,2014
NCT02344602,Dec-12,2012
NCT02344641,Jan-15,2015
NCT02345239,Feb-15,2015
NCT02346175,Jun-14,2014
NCT02346344,Apr-14,2014
NCT02346669,Apr-16,2016
NCT02347514,Nov-14,2014
NCT02348099,Mar-15,2015
NCT02348294,Feb-15,2015
NCT02350374,Nov-14,2014
NCT02351323,May-10,2010
NCT02351466,Mar-15,2015
NCT02352974,Jan-15,2015
NCT02354222,Jan-15,2015
NCT02354235,Jan-15,2015
NCT02354911,Oct-15,2015
NCT02355145,Apr-15,2015
NCT02355197,Jan-13,2013
NCT02356848,3-Sep-15,2015
NCT02358096,Feb-15,2015
NCT02358668,Mar-15,2015
NCT02359461,Nov-14,2014
NCT02360254,Jan-15,2015
NCT02360527,Sep-14,2014
NCT02360878,Feb-13,2013
NCT02361489,Feb-15,2015
NCT02361606,Mar-09,2009
NCT02362607,Feb-15,2015
NCT02365233,May-13,2013
NCT02365740,Nov-14,2014
NCT02366273,Feb-15,2015
NCT02366351,Feb-15,2015
NCT02366377,Feb-15,2015
NCT02366416,Apr-15,2015
NCT02366481,Feb-15,2015
NCT02367066,Mar-15,2015
NCT02367131,Feb-15,2015
NCT02368600,21-Apr-15,2015
NCT02368704,Nov-12,2012
NCT02370537,Mar-15,2015
NCT02370680,Feb-15,2015
NCT02370719,Jun-15,2015
NCT02371239,Feb-15,2015
NCT02371343,Mar-15,2015
NCT02371759,Jun-13,2013
NCT02371876,Feb-15,2015
NCT02372149,Feb-15,2015
NCT02372253,Jan-15,2015
NCT02372630,May-14,2014
NCT02372955,Feb-15,2015
NCT02373332,Aug-13,2013
NCT02373865,Sep-15,2015
NCT02374788,Nov-13,2013
NCT02375828,Mar-15,2015
NCT02375932,Mar-15,2015
NCT02377531,Mar-15,2015
NCT02377583,Aug-12,2012
NCT02378675,Aug-12,2012
NCT02379078,Mar-16,2016
NCT02380521,Jan-15,2015
NCT02381119,May-15,2015
NCT02382159,Oct-10,2010
NCT02382757,Sep-11,2011
NCT02383537,Apr-17,2017
NCT02383940,Mar-15,2015
NCT02384109,Jun-15,2015
NCT02384889,Apr-15,2015
NCT02384941,Mar-15,2015
NCT02386020,Jun-14,2014
NCT02386579,Feb-15,2015
NCT02386930,Jul-13,2013
NCT02388113,Oct-14,2014
NCT02388958,Jun-14,2014
NCT02389335,Apr-13,2013
NCT02390050,May-15,2015
NCT02390973,Mar-15,2015
NCT02392117,Mar-15,2015
NCT02393872,Jan-16,2016
NCT02394158,Dec-14,2014
NCT02395315,Dec-15,2015
NCT02397421,Mar-15,2015
NCT02397447,Mar-13,2013
NCT02398383,Mar-15,2015
NCT02400450,Sep-16,2016
NCT02401243,Mar-15,2015
NCT02402439,Dec-14,2014
NCT02403375,May-15,2015
NCT02403427,Mar-15,2015
NCT02405949,Jul-13,2013
NCT02407132,Jun-15,2015
NCT02407899,Mar-15,2015
NCT02408120,Oct-15,2015
NCT02408705,Jan-15,2015
NCT02409329,Apr-15,2015
NCT02410005,Oct-14,2014
NCT02411253,Jun-15,2015
NCT02411578,Sep-15,2015
NCT02411825,Mar-15,2015
NCT02412774,Mar-15,2015
NCT02413060,Mar-15,2015
NCT02413398,15-Jun-15,2015
NCT02413567,Jan-15,2015
NCT02413762,Mar-15,2015
NCT02414217,Jul-15,2015
NCT02414958,Jun-15,2015
NCT02415556,Jul-15,2015
NCT02416193,Apr-15,2015
NCT02416440,Jan-14,2014
NCT02416765,May-15,2015
NCT02417090,May-15,2015
NCT02418884,Apr-15,2015
NCT02419612,Aug-15,2015
NCT02419859,Feb-15,2015
NCT02420262,26-Jul-15,2015
NCT02421198,May-15,2015
NCT02421393,1-Mar-17,2017
NCT02421510,May-15,2015
NCT02422043,Jan-15,2015
NCT02423434,Sep-14,2014
NCT02423993,Oct-09,2009
NCT02425410,Mar-10,2010
NCT02426138,Apr-15,2015
NCT02426294,Feb-15,2015
NCT02426541,Mar-15,2015
NCT02429297,Jun-14,2014
NCT02430870,Apr-15,2015
NCT02431234,Feb-14,2014
NCT02432391,May-13,2013
NCT02432586,Jul-14,2014
NCT02433262,Apr-15,2015
NCT02434744,Apr-15,2015
NCT02435329,Jun-15,2015
NCT02435693,Jul-12,2012
NCT02436551,Sep-15,2015
NCT02437084,May-15,2015
NCT02437747,Jun-14,2014
NCT02439177,May-15,2015
NCT02439684,May-13,2013
NCT02440061,Sep-16,2016
NCT02440555,Nov-14,2014
NCT02441023,Mar-13,2013
NCT02441504,Jan-14,2014
NCT02443155,10-Nov-15,2015
NCT02443532,Mar-12,2012
NCT02444156,Jun-15,2015
NCT02444325,May-15,2015
NCT02444364,May-15,2015
NCT02445911,Jun-15,2015
NCT02446028,May-15,2015
NCT02446054,Feb-14,2014
NCT02449213,Jan-16,2016
NCT02449330,Jun-15,2015
NCT02449603,Nov-15,2015
NCT02450500,Mar-15,2015
NCT02451436,Mar-15,2015
NCT02451631,Apr-15,2015
NCT02452632,Jul-15,2015
NCT02453555,May-15,2015
NCT02453711,1-Oct-15,2015
NCT02455011,Sep-15,2015
NCT02455076,Sep-15,2015
NCT02456051,Apr-15,2015
NCT02456064,May-15,2015
NCT02457130,Apr-15,2015
NCT02458131,Sep-16,2016
NCT02458495,Aug-15,2015
NCT02459496,Sep-13,2013
NCT02459561,Nov-14,2014
NCT02459691,Sep-14,2014
NCT02459899,Jul-15,2015
NCT02460354,Sep-15,2015
NCT02460718,Feb-09,2009
NCT02460978,8-Jul-15,2015
NCT02461589,21-Sep-15,2015
NCT02462057,Jun-15,2015
NCT02462785,Jul-14,2014
NCT02462863,Oct-15,2015
NCT02463097,Jun-15,2015
NCT02464033,May-15,2015
NCT02465411,Jun-15,2015
NCT02465515,Jul-15,2015
NCT02466880,Apr-15,2015
NCT02468037,Apr-12,2012
NCT02470039,Jun-15,2015
NCT02470637,Jun-15,2015
NCT02471040,Nov-14,2014
NCT02471404,21-Sep-15,2015
NCT02471794,Dec-15,2015
NCT02472951,Aug-15,2015
NCT02473081,Oct-12,2012
NCT02473926,Dec-15,2015
NCT02475421,May-15,2015
NCT02477761,Jun-15,2015
NCT02477865,23-Mar-14,2014
NCT02477969,27-Feb-14,2014
NCT02478762,Mar-15,2015
NCT02479399,Jul-14,2014
NCT02481141,Jul-14,2014
NCT02482662,Nov-14,2014
NCT02483949,Jun-15,2015
NCT02485327,Jul-15,2015
NCT02486172,Jul-15,2015
NCT02486341,Feb-16,2016
NCT02488057,May-16,2016
NCT02488213,Jan-15,2015
NCT02488616,Jan-17,2017
NCT02488785,Jun-15,2015
NCT02489942,Jun-15,2015
NCT02489968,May-15,2015
NCT02490085,Oct-15,2015
NCT02490098,Dec-16,2016
NCT02490124,Dec-14,2014
NCT02492763,27-Jul-15,2015
NCT02493374,May-16,2016
NCT02494375,Jul-15,2015
NCT02496000,Jun-15,2015
NCT02496156,Feb-15,2015
NCT02497170,Sep-15,2015
NCT02497313,Jul-15,2015
NCT02498990,Aug-15,2015
NCT02500303,Mar-14,2014
NCT02500706,4-May-16,2016
NCT02500979,Aug-15,2015
NCT02501161,8-Jan-16,2016
NCT02501876,May-15,2015
NCT02502071,Jan-17,2017
NCT02502253,Jun-15,2015
NCT02502929,Nov-15,2015
NCT02503943,May-15,2015
NCT02504086,Aug-15,2015
NCT02505308,Mar-15,2015
NCT02505321,May-15,2015
NCT02505334,Jul-15,2015
NCT02505451,Jul-15,2015
NCT02505893,Apr-15,2015
NCT02506647,Dec-15,2015
NCT02509858,Feb-09,2009
NCT02510521,Feb-12,2012
NCT02510664,Jul-14,2014
NCT02511067,Feb-16,2016
NCT02512068,Aug-15,2015
NCT02513277,Feb-13,2013
NCT02513641,Dec-15,2015
NCT02513875,Feb-13,2013
NCT02513888,Feb-13,2013
NCT02514850,Jul-15,2015
NCT02514954,Jul-15,2015
NCT02516657,May-12,2012
NCT02517242,May-15,2015
NCT02517866,Aug-15,2015
NCT02518022,Sep-15,2015
NCT02518503,Jul-12,2012
NCT02518581,Aug-15,2015
NCT02518945,Aug-15,2015
NCT02519309,Aug-15,2015
NCT02520336,Jul-15,2015
NCT02520921,Jun-16,2016
NCT02524782,Oct-15,2015
NCT02525263,Jul-16,2016
NCT02526069,May-15,2015
NCT02526615,Oct-00,2000
NCT02526810,Jul-15,2015
NCT02528162,Oct-15,2015
NCT02528396,Aug-15,2015
NCT02528695,Nov-14,2014
NCT02529449,Sep-15,2015
NCT02529969,Jul-15,2015
NCT02529982,Jul-15,2015
NCT02530450,May-11,2011
NCT02530866,Nov-15,2015
NCT02531035,Sep-15,2015
NCT02532088,Mar-17,2017
NCT02532101,Sep-15,2015
NCT02532855,Oct-15,2015
NCT02535169,May-14,2014
NCT02535299,Jun-16,2016
NCT02536859,31-Aug-15,2015
NCT02537470,Jul-15,2015
NCT02538055,Sep-11,2011
NCT02538120,May-12,2012
NCT02539160,Feb-16,2016
NCT02540733,Jan-12,2012
NCT02540993,17-Sep-15,2015
NCT02542631,Aug-15,2015
NCT02542722,Jan-09,2009
NCT02542735,Nov-15,2015
NCT02542774,Aug-15,2015
NCT02543684,Nov-13,2013
NCT02544321,Sep-15,2015
NCT02545049,17-Sep-15,2015
NCT02545062,May-14,2014
NCT02545140,Oct-15,2015
NCT02545842,Sep-15,2015
NCT02547311,Jul-15,2015
NCT02547337,Sep-15,2015
NCT02547935,21-Sep-15,2015
NCT02548000,Jul-15,2015
NCT02548299,May-15,2015
NCT02548494,Nov-15,2015
NCT02548585,9-Dec-15,2015
NCT02548650,Mar-16,2016
NCT02548702,Oct-15,2015
NCT02548741,Sep-15,2015
NCT02549924,Sep-15,2015
NCT02550548,Apr-16,2016
NCT02551315,Jun-16,2016
NCT02551835,Apr-15,2015
NCT02551874,Oct-15,2015
NCT02552355,Aug-15,2015
NCT02553213,Jul-15,2015
NCT02553382,Nov-15,2015
NCT02554643,Nov-12,2012
NCT02555332,Dec-12,2012
NCT02555631,Sep-15,2015
NCT02556398,Sep-15,2015
NCT02556840,May-16,2016
NCT02559128,Dec-13,2013
NCT02559479,Sep-15,2015
NCT02559843,Nov-14,2014
NCT02560090,Jun-15,2015
NCT02561078,Oct-15,2015
NCT02561130,Dec-15,2015
NCT02561377,Sep-15,2015
NCT02561546,Dec-15,2015
NCT02562326,Sep-15,2015
NCT02562573,May-15,2015
NCT02564211,Oct-15,2015
NCT02568280,Oct-15,2015
NCT02569060,Oct-15,2015
NCT02569151,Apr-16,2016
NCT02569684,Oct-15,2015
NCT02573519,Oct-15,2015
NCT02574195,Aug-15,2015
NCT02575001,Jul-15,2015
NCT02575599,Jan-18,2018
NCT02577003,Nov-15,2015
NCT02577016,Nov-15,2015
NCT02578563,12-Feb-16,2016
NCT02579148,Sep-15,2015
NCT02579395,Oct-15,2015
NCT02580266,Sep-15,2015
NCT02580877,Jan-16,2016
NCT02582242,19-Oct-15,2015
NCT02582814,Oct-15,2015
NCT02583438,Oct-15,2015
NCT02583919,Sep-15,2015
NCT02585505,Dec-10,2010
NCT02585674,Dec-15,2015
NCT02585778,Oct-15,2015
NCT02586129,Oct-15,2015
NCT02586545,Aug-15,2015
NCT02586831,Jun-17,2017
NCT02587741,Jul-15,2015
NCT02588859,Oct-15,2015
NCT02588898,Sep-09,2009
NCT02588950,Jan-16,2016
NCT02589314,Nov-15,2015
NCT02589639,Oct-15,2015
NCT02589873,Sep-15,2015
NCT02590016,Sep-15,2015
NCT02590822,Nov-15,2015
NCT02591576,Jan-03,2003
NCT02592616,Oct-15,2015
NCT02594748,Jul-15,2015
NCT02596204,Sep-15,2015
NCT02596581,Jul-14,2014
NCT02596932,Feb-16,2016
NCT02597049,Nov-15,2015
NCT02597101,Nov-15,2015
NCT02597309,Nov-15,2015
NCT02598544,May-13,2013
NCT02600091,Jan-16,2016
NCT02600845,Dec-15,2015
NCT02601482,Oct-15,2015
NCT02601989,Nov-15,2015
NCT02605200,Aug-15,2015
NCT02605564,Mar-15,2015
NCT02605772,Dec-15,2015
NCT02605889,Oct-14,2014
NCT02606357,Nov-15,2015
NCT02606617,Dec-15,2015
NCT02607306,18-Nov-15,2015
NCT02607566,Sep-15,2015
NCT02607865,15-Feb-16,2016
NCT02609243,Jul-13,2013
NCT02610088,Nov-15,2015
NCT02610179,Apr-15,2015
NCT02610530,Dec-15,2015
NCT02610738,Jan-15,2015
NCT02611232,Dec-15,2015
NCT02612493,Jan-06,2006
NCT02612805,Nov-15,2015
NCT02612844,Nov-15,2015
NCT02615353,Jan-16,2016
NCT02616666,25-Aug-16,2016
NCT02617654,Nov-15,2015
NCT02617693,Nov-15,2015
NCT02617732,Jan-16,2016
NCT02619487,Aug-17,2017
NCT02620332,Aug-15,2015
NCT02621489,Dec-15,2015
NCT02622113,Dec-14,2014
NCT02622672,4-Jan-16,2016
NCT02623452,Jan-18,2018
NCT02623465,Jan-18,2018
NCT02623478,Jan-18,2018
NCT02623998,Jul-16,2016
NCT02624804,Jul-16,2016
NCT02624817,Nov-15,2015
NCT02624830,Nov-15,2015
NCT02625636,Dec-15,2015
NCT02625649,Jan-16,2016
NCT02627690,Sep-14,2014
NCT02627898,Jan-16,2016
NCT02628392,Nov-15,2015
NCT02629263,Sep-15,2015
NCT02629497,Nov-15,2015
NCT02629952,Nov-15,2015
NCT02630706,Dec-15,2015
NCT02631902,Oct-15,2015
NCT02632032,Jul-13,2013
NCT02632292,Jan-16,2016
NCT02632383,Dec-15,2015
NCT02632747,May-16,2016
NCT02634216,Jan-15,2015
NCT02634229,Sep-12,2012
NCT02635243,Apr-16,2016
NCT02635646,Oct-15,2015
NCT02636192,Jul-15,2015
NCT02636491,Dec-15,2015
NCT02637154,Oct-15,2015
NCT02637609,Jul-13,2013
NCT02637622,Jul-13,2013
NCT02637973,Dec-15,2015
NCT02638805,Dec-15,2015
NCT02639130,Feb-08,2008
NCT02639988,Mar-16,2016
NCT02640768,Jan-12,2012
NCT02641522,Mar-16,2016
NCT02641548,Dec-15,2015
NCT02642159,Mar-16,2016
NCT02643225,Apr-15,2015
NCT02643797,Feb-16,2016
NCT02644590,Feb-16,2016
NCT02644759,Feb-14,2014
NCT02645448,Nov-14,2014
NCT02647320,Jan-16,2016
NCT02648204,6-Jan-16,2016
NCT02648217,Jan-16,2016
NCT02649374,Feb-16,2016
NCT02649465,Jan-16,2016
NCT02650830,Sep-15,2015
NCT02651181,Jun-16,2016
NCT02653209,1-Nov-16,2016
NCT02653482,Mar-16,2016
NCT02653599,Dec-15,2015
NCT02655627,Apr-15,2015
NCT02655770,Feb-16,2016
NCT02657018,Apr-16,2016
NCT02657083,Jan-16,2016
NCT02657213,Feb-16,2016
NCT02660047,Aug-15,2015
NCT02660242,Jan-16,2016
NCT02660476,Oct-14,2014
NCT02660593,Mar-16,2016
NCT02660827,Apr-16,2016
NCT02661165,Jun-16,2016
NCT02661581,Nov-13,2013
NCT02662010,Mar-16,2016
NCT02662114,Dec-15,2015
NCT02663245,Dec-15,2015
NCT02663661,Feb-16,2016
NCT02664233,Jun-15,2015
NCT02665689,Jan-16,2016
NCT02666430,Dec-15,2015
NCT02666521,Dec-12,2012
NCT02666807,Jun-15,2015
NCT02666924,Jun-16,2016
NCT02667652,Jan-16,2016
NCT02667769,Aug-14,2014
NCT02668328,Sep-16,2016
NCT02669524,Oct-15,2015
NCT02670915,4-May-16,2016
NCT02670928,20-Jul-15,2015
NCT02671136,Oct-15,2015
NCT02671968,Feb-16,2016
NCT02672176,Feb-16,2016
NCT02673138,Jan-16,2016
NCT02673762,Jan-16,2016
NCT02674893,Feb-14,2014
NCT02675257,Jul-15,2015
NCT02676609,Feb-16,2016
NCT02676648,Feb-16,2016
NCT02677454,Jun-15,2015
NCT02678390,Sep-15,2015
NCT02680457,Nov-13,2013
NCT02681094,Feb-16,2016
NCT02681185,Jun-17,2017
NCT02682563,Feb-16,2016
NCT02682901,Jun-15,2015
NCT02682940,May-16,2016
NCT02683746,Mar-16,2016
NCT02684331,Jan-16,2016
NCT02685345,Jan-16,2016
NCT02685384,Jan-12,2012
NCT02685449,Feb-16,2016
NCT02686281,Sep-12,2012
NCT02686476,Mar-16,2016
NCT02687152,Mar-14,2014
NCT02688075,Nov-15,2015
NCT02688920,Mar-16,2016
NCT02688933,May-16,2016
NCT02689362,Mar-17,2017
NCT02689570,Jun-11,2011
NCT02689765,Feb-16,2016
NCT02691247,Feb-16,2016
NCT02691273,Mar-15,2015
NCT02691312,Jul-16,2016
NCT02691481,May-14,2014
NCT02691897,Mar-16,2016
NCT02692547,Dec-15,2015
NCT02692716,17-Jan-17,2017
NCT02693392,Jan-16,2016
NCT02693938,Jan-16,2016
NCT02693964,Mar-16,2016
NCT02694172,Sep-07,2007
NCT02694575,Apr-15,2015
NCT02695810,Feb-16,2016
NCT02697201,Jul-16,2016
NCT02698618,Mar-16,2016
NCT02699307,Jun-16,2016
NCT02699541,Apr-16,2016
NCT02700334,Oct-15,2015
NCT02700477,Jul-13,2013
NCT02700503,Nov-15,2015
NCT02701569,Jul-14,2014
NCT02702011,Mar-16,2016
NCT02703155,Oct-15,2015
NCT02703324,Mar-16,2016
NCT02703337,Mar-16,2016
NCT02703350,Mar-16,2016
NCT02705053,Feb-16,2016
NCT02705430,Dec-16,2016
NCT02707380,Mar-15,2015
NCT02708758,Sep-15,2015
NCT02709031,Jun-16,2016
NCT02709057,Apr-16,2016
NCT02709577,Jan-07,2007
NCT02712632,Apr-16,2016
NCT02713321,Jan-17,2017
NCT02713477,Apr-16,2016
NCT02713555,Jul-16,2016
NCT02713841,May-13,2013
NCT02714660,Feb-16,2016
NCT02715193,Mar-16,2016
NCT02715258,Mar-16,2016
NCT02715791,Feb-16,2016
NCT02715934,Apr-16,2016
NCT02716610,Oct-13,2013
NCT02717078,Dec-16,2016
NCT02719132,Jul-16,2016
NCT02719756,Apr-16,2016
NCT02720393,Apr-16,2016
NCT02721602,Feb-16,2016
NCT02722499,Mar-16,2016
NCT02722655,Mar-08,2008
NCT02723110,Jun-15,2015
NCT02723266,May-17,2017
NCT02723968,Sep-09,2009
NCT02725502,Jul-13,2013
NCT02725593,22-Jun-16,2016
NCT02726100,Apr-17,2017
NCT02726256,Jan-07,2007
NCT02726425,Jul-15,2015
NCT02727231,Mar-16,2016
NCT02728414,Oct-15,2015
NCT02729246,Oct-14,2014
NCT02730078,Apr-16,2016
NCT02730377,28-Mar-16,2016
NCT02730741,Jun-16,2016
NCT02730754,Apr-16,2016
NCT02730949,Mar-14,2014
NCT02732886,Mar-16,2016
NCT02733211,May-16,2016
NCT02733315,Jan-14,2014
NCT02733991,Dec-16,2016
NCT02734277,May-16,2016
NCT02734667,Feb-16,2016
NCT02735031,Jul-16,2016
NCT02735044,Apr-16,2016
NCT02735837,Jan-15,2015
NCT02736084,Aug-13,2013
NCT02737657,Apr-16,2016
NCT02737722,Apr-16,2016
NCT02737891,Apr-16,2016
NCT02738151,May-16,2016
NCT02738671,Jan-16,2016
NCT02738996,May-16,2016
NCT02739984,17-May-16,2016
NCT02740283,May-16,2016
NCT02742701,Apr-16,2016
NCT02742987,Mar-14,2014
NCT02744300,Jun-16,2016
NCT02744976,Feb-16,2016
NCT02745015,Dec-14,2014
NCT02745613,Apr-16,2016
NCT02745808,Sep-15,2015
NCT02745821,Jun-16,2016
NCT02746861,Apr-16,2016
NCT02747108,Dec-15,2015
NCT02748018,Jan-17,2017
NCT02748122,Oct-15,2015
NCT02748239,Feb-13,2013
NCT02749435,May-16,2016
NCT02749890,May-16,2016
NCT02749942,Apr-16,2016
NCT02750111,May-16,2016
NCT02750410,Aug-16,2016
NCT02750527,Sep-16,2016
NCT02750930,Oct-16,2016
NCT02752113,Apr-16,2016
NCT02752412,May-16,2016
NCT02752828,May-16,2016
NCT02752880,Jun-16,2016
NCT02754739,Sep-12,2012
NCT02754817,Apr-16,2016
NCT02755064,Jun-10,2010
NCT02756442,Apr-16,2016
NCT02756832,Sep-16,2016
NCT02757937,May-16,2016
NCT02758275,28-Apr-16,2016
NCT02758483,23-Feb-17,2017
NCT02758899,Mar-14,2014
NCT02759055,Oct-16,2016
NCT02759107,11-May-16,2016
NCT02760303,Aug-15,2015
NCT02761018,Nov-16,2016
NCT02762370,Apr-16,2016
NCT02762578,3-May-16,2016
NCT02762695,May-16,2016
NCT02762708,Mar-16,2016
NCT02763150,Aug-16,2016
NCT02763423,Jan-09,2009
NCT02764021,Apr-16,2016
NCT02765204,Mar-16,2016
NCT02767596,Jun-16,2016
NCT02769091,Sep-16,2016
NCT02769377,Sep-14,2014
NCT02769481,Aug-16,2016
NCT02769728,Feb-16,2016
NCT02770079,May-16,2016
NCT02771093,1-Jun-16,2016
NCT02772783,Jul-16,2016
NCT02772926,Oct-15,2015
NCT02773368,23-May-16,2016
NCT02773381,Jun-16,2016
NCT02774876,Jun-16,2016
NCT02775253,May-16,2016
NCT02775266,Feb-16,2016
NCT02776007,Jul-16,2016
NCT02776397,Jun-15,2015
NCT02776696,Jun-16,2016
NCT02777073,Mar-16,2016
NCT02778269,May-16,2016
NCT02779413,Jun-16,2016
NCT02779452,Dec-13,2013
NCT02779556,Sep-16,2016
NCT02782195,Nov-08,2008
NCT02783469,May-16,2016
NCT02783612,Mar-16,2016
NCT02784236,Apr-14,2014
NCT02784275,Jun-16,2016
NCT02786823,Dec-16,2016
NCT02786953,Jul-16,2016
NCT02786979,Jul-10,2010
NCT02787551,Jul-16,2016
NCT02788903,Mar-16,2016
NCT02790645,Sep-12,2012
NCT02790892,Apr-16,2016
NCT02791295,Jul-16,2016
NCT02791867,Dec-14,2014
NCT02793154,Sep-16,2016
NCT02794155,Jun-16,2016
NCT02794506,Jun-14,2014
NCT02794792,May-16,2016
NCT02795910,Jul-16,2016
NCT02796079,Jan-15,2015
NCT02796170,Mar-16,2016
NCT02796248,May-16,2016
NCT02797730,May-16,2016
NCT02798172,May-14,2014
NCT02799953,Mar-16,2016
NCT02800044,Nov-16,2016
NCT02800668,Oct-11,2011
NCT02801448,Sep-15,2015
NCT02801942,Jul-16,2016
NCT02802215,Jan-16,2016
NCT02803892,May-16,2016
NCT02803918,14-Apr-17,2017
NCT02804165,Jul-16,2016
NCT02804932,Jun-16,2016
NCT02805361,21-Aug-16,2016
NCT02806349,Mar-02,2002
NCT02806700,Jun-16,2016
NCT02806739,Jan-13,2013
NCT02806960,Jun-14,2014
NCT02806973,Jan-15,2015
NCT02807155,Oct-09,2009
NCT02807974,Jun-16,2016
NCT02808182,17-Jan-17,2017
NCT02808351,Jul-16,2016
NCT02809365,Sep-16,2016
NCT02809963,Nov-15,2015
NCT02811055,Sep-16,2016
NCT02811484,Jun-16,2016
NCT02811575,Dec-16,2016
NCT02811874,Feb-09,2009
NCT02812498,Jan-15,2015
NCT02813343,Apr-16,2016
NCT02813668,15-Apr-17,2017
NCT02813759,Jul-15,2015
NCT02814123,Nov-16,2016
NCT02814838,Aug-16,2016
NCT02815943,Aug-15,2015
NCT02816099,Nov-14,2014
NCT02818192,Jun-16,2016
NCT02820558,May-16,2016
NCT02821585,Jan-16,2016
NCT02822534,Apr-16,2016
NCT02823678,Oct-13,2013
NCT02824003,Apr-16,2016
NCT02824510,Aug-14,2014
NCT02825251,6-Jul-16,2016
NCT02827266,Oct-05,2005
NCT02827630,May-15,2015
NCT02827669,Jun-16,2016
