nct_id,nct_date,nct_year
NCT01772680,Nov-12,2012
NCT01773707,Mar-13,2013
NCT01773798,Jan-13,2013
NCT01774149,Mar-13,2013
NCT01774942,Jun-08,2008
NCT01774968,Feb-13,2013
NCT01775878,May-09,2009
NCT01776099,Nov-12,2012
NCT01777282,Feb-13,2013
NCT01777893,Jun-13,2013
NCT01778049,Jan-13,2013
NCT01778348,Dec-13,2013
NCT01778738,Jan-13,2013
NCT01778751,Dec-13,2013
NCT01779115,Jan-98,1998
NCT01780272,Jan-13,2013
NCT01781013,Jun-10,2010
NCT01781754,Jan-13,2013
NCT01781884,Jan-13,2013
NCT01781975,Jan-14,2014
NCT01783327,Jul-12,2012
NCT01783717,Dec-12,2012
NCT01784211,Feb-13,2013
NCT01784289,Jun-10,2010
NCT01784965,Dec-09,2009
NCT01785108,Feb-13,2013
NCT01785667,Jan-11,2011
NCT01785771,May-13,2013
NCT01786564,Oct-12,2012
NCT01786707,Jul-09,2009
NCT01786941,Jun-12,2012
NCT01787318,Jan-13,2013
NCT01787916,Apr-13,2013
NCT01788033,Sep-09,2009
NCT01788527,Mar-13,2013
NCT01789190,Jan-11,2011
NCT01789593,Jan-13,2013
NCT01789788,Mar-13,2013
NCT01790412,Feb-09,2009
NCT01790438,Mar-13,2013
NCT01790711,Oct-12,2012
NCT01790724,Jan-13,2013
NCT01791465,Mar-13,2013
NCT01791907,Feb-13,2013
NCT01792206,Sep-09,2009
NCT01792284,Feb-13,2013
NCT01792518,Feb-13,2013
NCT01792635,Dec-12,2012
NCT01793909,Jun-12,2012
NCT01793974,Jul-11,2011
NCT01794052,Dec-12,2012
NCT01794091,Aug-13,2013
NCT01794143,May-13,2013
NCT01795144,Jan-14,2014
NCT01795248,Jul-12,2012
NCT01795833,Jun-13,2013
NCT01796366,21-Feb-13,2013
NCT01796834,Aug-12,2012
NCT01798225,Dec-07,2007
NCT01798238,Nov-12,2012
NCT01798264,Feb-09,2009
NCT01799850,Mar-02,2002
NCT01800734,Oct-12,2012
NCT01801150,Oct-11,2011
NCT01801631,Oct-11,2011
NCT01804777,Mar-13,2013
NCT01804803,May-13,2013
NCT01805245,Jan-12,2012
NCT01805700,Jan-10,2010
NCT01806194,Jan-12,2012
NCT01806727,Apr-13,2013
NCT01807221,Jun-13,2013
NCT01807351,Jul-12,2012
NCT01808690,Mar-13,2013
NCT01809093,Mar-10,2010
NCT01809288,26-Feb-13,2013
NCT01809327,Jun-13,2013
NCT01809431,May-12,2012
NCT01811485,May-13,2013
NCT01811849,Aug-12,2012
NCT01812291,Feb-12,2012
NCT01812811,Sep-12,2012
NCT01813708,Nov-04,2004
NCT01813929,Jun-11,2011
NCT01814137,Mar-13,2013
NCT01814267,Mar-13,2013
NCT01814735,Aug-10,2010
NCT01814748,May-13,2013
NCT01814787,Oct-13,2013
NCT01814995,Jan-12,2012
NCT01816165,Jun-11,2011
NCT01817595,Apr-13,2013
NCT01817777,May-13,2013
NCT01818557,May-13,2013
NCT01819129,Sep-13,2013
NCT01819493,Mar-13,2013
NCT01820169,Apr-13,2013
NCT01821053,Jun-13,2013
NCT01821508,Mar-13,2013
NCT01821846,20-Nov-13,2013
NCT01822431,Jun-11,2011
NCT01822548,Oct-10,2010
NCT01824264,Nov-15,2015
NCT01824277,Oct-13,2013
NCT01825382,Dec-12,2012
NCT01826370,May-12,2012
NCT01826409,Mar-08,2008
NCT01827280,Apr-13,2013
NCT01827735,Mar-13,2013
NCT01827826,Jul-10,2010
NCT01828125,Apr-13,2013
NCT01828931,Dec-12,2012
NCT01829464,May-13,2013
NCT01829477,Apr-13,2013
NCT01829555,Feb-13,2013
NCT01830569,Sep-15,2015
NCT01830998,Jan-12,2012
NCT01831765,31-Aug-13,2013
NCT01831921,Apr-13,2013
NCT01832181,Apr-13,2013
NCT01832441,Sep-14,2014
NCT01833559,Jun-12,2012
NCT01834144,May-13,2013
NCT01834274,Jun-13,2013
NCT01834378,Oct-09,2009
NCT01835431,Oct-13,2013
NCT01835678,Oct-12,2012
NCT01835730,Apr-13,2013
NCT01836172,Apr-13,2013
NCT01836523,Nov-13,2013
NCT01836796,May-12,2012
NCT01837680,Mar-13,2013
NCT01838083,Apr-13,2013
NCT01839071,Jun-10,2010
NCT01839344,May-13,2013
NCT01839370,Jul-13,2013
NCT01839448,Mar-14,2014
NCT01840189,May-13,2013
NCT01840358,Apr-13,2013
NCT01841697,Jun-13,2013
NCT01842282,Apr-13,2013
NCT01843114,12-Jan-15,2015
NCT01843127,Apr-13,2013
NCT01843959,Mar-13,2013
NCT01844050,Sep-08,2008
NCT01844479,Dec-12,2012
NCT01845064,Apr-13,2013
NCT01845831,Aug-13,2013
NCT01845870,Feb-12,2012
NCT01846312,May-13,2013
NCT01846377,Apr-14,2014
NCT01847092,May-13,2013
NCT01847144,Apr-13,2013
NCT01848379,Jan-12,2012
NCT01848990,Mar-13,2013
NCT01849289,Jun-13,2013
NCT01849731,Feb-11,2011
NCT01850134,Jun-13,2013
NCT01850199,Jan-14,2014
NCT01850615,23-Sep-13,2013
NCT01850810,May-13,2013
NCT01852214,Feb-13,2013
NCT01852968,May-13,2013
NCT01854463,Dec-11,2011
NCT01855282,Apr-10,2010
NCT01855321,Aug-10,2010
NCT01855386,Jan-13,2013
NCT01855399,9-Sep-14,2014
NCT01855490,Jan-12,2012
NCT01855763,Dec-08,2008
NCT01856595,May-13,2013
NCT01856790,Feb-13,2013
NCT01856881,Mar-13,2013
NCT01858233,Nov-12,2012
NCT01858506,Aug-14,2014
NCT01858597,Mar-13,2013
NCT01859793,Jun-13,2013
NCT01860599,Mar-10,2010
NCT01861756,May-13,2013
NCT01862120,Jun-13,2013
NCT01862237,Dec-12,2012
NCT01862263,May-13,2013
NCT01862939,Apr-11,2011
NCT01863667,Jul-13,2013
NCT01864174,Jun-13,2013
NCT01864564,Jun-13,2013
NCT01865292,Aug-06,2006
NCT01865305,Sep-06,2006
NCT01865318,Sep-06,2006
NCT01865474,May-13,2013
NCT01867216,Jun-13,2013
NCT01867307,Jun-13,2013
NCT01867502,Apr-14,2014
NCT01868529,Jan-08,2008
NCT01868542,Jun-13,2013
NCT01868568,Apr-08,2008
NCT01868594,May-13,2013
NCT01868646,May-13,2013
NCT01869101,Jun-13,2013
NCT01869608,Apr-14,2014
NCT01869881,Feb-13,2013
NCT01869959,Apr-09,2009
NCT01870141,Oct-12,2012
NCT01870297,Jun-13,2013
NCT01870557,Mar-13,2013
NCT01870713,Oct-10,2010
NCT01871207,May-11,2011
NCT01871324,Sep-13,2013
NCT01871415,May-13,2013
NCT01871428,Jun-13,2013
NCT01873066,28-Aug-14,2014
NCT01874431,Jun-13,2013
NCT01874483,Jun-13,2013
NCT01875783,Apr-14,2014
NCT01876485,13-Jul-15,2015
NCT01876563,Aug-12,2012
NCT01876849,Dec-03,2003
NCT01877200,Jun-13,2013
NCT01877603,Jul-13,2013
NCT01879917,Oct-13,2013
NCT01880476,Jun-13,2013
NCT01880736,Jun-13,2013
NCT01881347,1-Jan-13,2013
NCT01881828,Sep-13,2013
NCT01881958,Jan-15,2015
NCT01882036,Nov-11,2011
NCT01882907,Dec-09,2009
NCT01883258,May-13,2013
NCT01883622,Jan-04,2004
NCT01883804,Jun-13,2013
NCT01884545,Jul-13,2013
NCT01884714,Jul-11,2011
NCT01885208,Dec-13,2013
NCT01885234,Dec-11,2011
NCT01885260,Jul-13,2013
NCT01886170,Oct-13,2013
NCT01886989,Jan-12,2012
NCT01887067,Jun-13,2013
NCT01887431,Oct-13,2013
NCT01888796,Sep-13,2013
NCT01889667,Jun-13,2013
NCT01889706,Jan-09,2009
NCT01889784,Aug-13,2013
NCT01889914,Jan-12,2012
NCT01890122,Sep-13,2013
NCT01890954,Aug-13,2013
NCT01891474,Aug-13,2013
NCT01891786,Jul-13,2013
NCT01891955,Nov-13,2013
NCT01892020,Jun-13,2013
NCT01892280,Nov-13,2013
NCT01892319,30-Sep-13,2013
NCT01893242,Dec-13,2013
NCT01895387,Jan-12,2012
NCT01897532,Jul-13,2013
NCT01898702,May-13,2013
NCT01899274,Jul-13,2013
NCT01899872,Dec-11,2011
NCT01901055,Jul-13,2013
NCT01901861,Jul-13,2013
NCT01901913,Oct-13,2013
NCT01902043,Sep-11,2011
NCT01902316,Jan-09,2009
NCT01903356,Jul-13,2013
NCT01904032,Sep-13,2013
NCT01904422,Mar-13,2013
NCT01905020,Jul-13,2013
NCT01906099,Sep-12,2012
NCT01906294,Aug-13,2013
NCT01907113,Jul-09,2009
NCT01907399,Sep-10,2010
NCT01907516,Feb-09,2009
NCT01907854,Dec-13,2013
NCT01908348,18-Jul-13,2013
NCT01908530,Nov-13,2013
NCT01908894,Feb-12,2012
NCT01909245,Oct-13,2013
NCT01910727,Dec-11,2011
NCT01911104,Aug-13,2013
NCT01915264,Aug-15,2015
NCT01915550,Apr-12,2012
NCT01915849,Jul-13,2013
NCT01916694,Sep-13,2013
NCT01917656,Jan-14,2014
NCT01918345,Jul-14,2014
NCT01918865,Aug-13,2013
NCT01919684,Nov-13,2013
NCT01920256,Aug-13,2013
NCT01922817,Sep-12,2012
NCT01923181,Dec-13,2013
NCT01923350,Dec-11,2011
NCT01924637,Aug-13,2013
NCT01925248,Jul-13,2013
NCT01925443,Dec-15,2015
NCT01926457,Jul-13,2013
NCT01926925,May-01,2001
NCT01926938,May-03,2003
NCT01927315,Aug-13,2013
NCT01927562,Aug-13,2013
NCT01928199,Sep-13,2013
NCT01928329,Sep-13,2013
NCT01928550,Aug-13,2013
NCT01929863,Aug-13,2013
NCT01930097,Aug-13,2013
NCT01930110,Apr-14,2014
NCT01930136,May-13,2013
NCT01930188,Dec-13,2013
NCT01930448,Sep-08,2008
NCT01931631,Jan-14,2014
NCT01931982,May-13,2013
NCT01932476,Aug-13,2013
NCT01932866,Jun-10,2010
NCT01933256,Aug-13,2013
NCT01933529,Oct-13,2013
NCT01933672,Oct-13,2013
NCT01934673,Sep-13,2013
NCT01934686,Sep-13,2013
NCT01934712,Aug-13,2013
NCT01935466,Jul-13,2013
NCT01935765,Sep-13,2013
NCT01935804,Jan-09,2009
NCT01936025,Oct-13,2013
NCT01937858,Jul-12,2012
NCT01938365,Jan-12,2012
NCT01938807,Oct-13,2013
NCT01939496,Oct-13,2013
NCT01939834,Dec-13,2013
NCT01940003,Sep-13,2013
NCT01940302,Jun-13,2013
NCT01940614,Jan-15,2015
NCT01940835,Sep-13,2013
NCT01940965,Sep-13,2013
NCT01941238,Jul-13,2013
NCT01942694,Oct-13,2013
NCT01943045,Sep-13,2013
NCT01943214,Jul-13,2013
NCT01943357,Sep-13,2013
NCT01945216,Jul-10,2010
NCT01945242,Mar-11,2011
NCT01945996,Sep-13,2013
NCT01946347,Sep-13,2013
NCT01946997,Jul-06,2006
NCT01947556,Mar-14,2014
NCT01947569,Oct-13,2013
NCT01947595,Mar-12,2012
NCT01947699,Sep-13,2013
NCT01947790,Sep-13,2013
NCT01947855,Sep-13,2013
NCT01948037,Jan-12,2012
NCT01948986,Oct-13,2013
NCT01950637,Jan-12,2012
NCT01950650,Mar-10,2010
NCT01950806,Jan-14,2014
NCT01951183,Dec-13,2013
NCT01951235,Jan-13,2013
NCT01951339,Oct-13,2013
NCT01951547,Jan-10,2010
NCT01952145,Sep-13,2013
NCT01954147,Oct-13,2013
NCT01955694,Nov-13,2013
NCT01955746,Sep-13,2013
NCT01956357,Aug-12,2012
NCT01956851,Sep-13,2013
NCT01957592,Oct-14,2014
NCT01958671,Oct-13,2013
NCT01959529,29-Oct-13,2013
NCT01959984,Jan-13,2013
NCT01960062,Oct-11,2011
NCT01960179,Nov-13,2013
NCT01960205,Aug-13,2013
NCT01961401,Jan-13,2013
NCT01961622,Apr-14,2014
NCT01963130,Jul-12,2012
NCT01963546,Mar-14,2014
NCT01963663,Nov-12,2012
NCT01963728,May-14,2014
NCT01964703,Apr-13,2013
NCT01964950,Jul-11,2011
NCT01964963,Aug-11,2011
NCT01964976,Jul-11,2011
NCT01965496,Mar-12,2012
NCT01965509,May-12,2012
NCT01965639,Apr-13,2013
NCT01966393,Apr-14,2014
NCT01966978,Nov-14,2014
NCT01967030,May-08,2008
NCT01968044,Oct-13,2013
NCT01968265,Oct-13,2013
NCT01968668,Oct-13,2013
NCT01969318,Mar-12,2012
NCT01969357,Jun-11,2011
NCT01969747,Nov-13,2013
NCT01970033,Dec-12,2012
NCT01970046,Apr-13,2013
NCT01970241,Jul-14,2014
NCT01970319,Oct-13,2013
NCT01970462,Jan-14,2014
NCT01971047,Oct-13,2013
NCT01971125,Jul-06,2006
NCT01971554,Oct-13,2013
NCT01972113,Sep-13,2013
NCT01972412,Apr-13,2013
NCT01972724,Jan-14,2014
NCT01973231,Oct-13,2013
NCT01973374,Jan-13,2013
NCT01973400,Jun-11,2011
NCT01973413,Jul-13,2013
NCT01973920,Dec-13,2013
NCT01973972,Dec-14,2014
NCT01974544,May-13,2013
NCT01974674,Jul-13,2013
NCT01976689,Mar-12,2012
NCT01976858,Jun-11,2011
NCT01977391,Aug-99,1999
NCT01977495,Dec-13,2013
NCT01977560,Oct-13,2013
NCT01977833,Oct-13,2013
NCT01978405,Nov-13,2013
NCT01978704,Feb-13,2013
NCT01978886,Dec-13,2013
NCT01980017,Jul-13,2013
NCT01980524,Oct-13,2013
NCT01981031,Nov-13,2013
NCT01982630,Nov-13,2013
NCT01983007,Jan-12,2012
NCT01984489,Jun-12,2012
NCT01984606,Jan-15,2015
NCT01984762,Sep-12,2012
NCT01984827,Mar-14,2014
NCT01985711,May-14,2014
NCT01986855,2-Dec-13,2013
NCT01986881,Nov-13,2013
NCT01988987,Feb-13,2013
NCT01989754,16-Jan-14,2014
NCT01990300,Nov-11,2011
NCT01990469,Jan-14,2014
NCT01991054,Dec-13,2013
NCT01991197,Apr-14,2014
NCT01991769,Feb-12,2012
NCT01991795,Feb-14,2014
NCT01992133,Jun-11,2011
NCT01992588,Nov-13,2013
NCT01993121,Sep-02,2002
NCT01995539,Dec-12,2012
NCT01995656,Dec-13,2013
NCT01996228,Nov-13,2013
NCT01996995,Mar-15,2015
NCT01997411,Nov-13,2013
NCT01997424,May-13,2013
NCT01997762,May-14,2014
NCT01998113,Mar-13,2013
NCT01999218,Dec-13,2013
NCT01999322,Nov-13,2013
NCT01999452,Oct-15,2015
NCT02000024,Dec-11,2011
NCT02000700,Mar-14,2014
NCT02000817,Mar-14,2014
NCT02001337,May-13,2013
NCT02001480,Oct-13,2013
NCT02001532,May-14,2014
NCT02001753,Dec-13,2013
NCT02001766,Feb-13,2013
NCT02002091,Jan-09,2009
NCT02002130,Jan-15,2015
NCT02002975,Oct-07,2007
NCT02003274,Oct-13,2013
NCT02003677,Nov-13,2013
NCT02004678,Sep-13,2013
NCT02004886,Aug-06,2006
NCT02004964,Apr-09,2009
NCT02005848,Apr-14,2014
NCT02008188,Dec-13,2013
NCT02008435,Apr-13,2013
NCT02008682,Dec-13,2013
NCT02008851,Dec-13,2013
NCT02009410,Nov-13,2013
NCT02009488,Sep-14,2014
NCT02009995,Feb-14,2014
NCT02010242,Oct-13,2013
NCT02010528,Dec-13,2013
NCT02010684,Apr-09,2009
NCT02010827,Nov-13,2013
NCT02011100,Dec-13,2013
NCT02011529,Nov-13,2013
NCT02011620,Feb-14,2014
NCT02013557,Jan-14,2014
NCT02014740,Mar-14,2014
NCT02015130,Oct-13,2013
NCT02015299,Mar-14,2014
NCT02015988,Jan-14,2014
NCT02016846,Jan-14,2014
NCT02017171,Feb-14,2014
NCT02019186,Dec-13,2013
NCT02019264,Jan-14,2014
NCT02019446,Jul-18,2018
NCT02020616,Dec-13,2013
NCT02021591,Dec-13,2013
NCT02021695,Sep-13,2013
NCT02021890,Sep-11,2011
NCT02022111,Mar-14,2014
NCT02023320,Nov-13,2013
NCT02023918,Jan-14,2014
NCT02024516,Jan-13,2013
NCT02024750,Sep-14,2014
NCT02024971,Jul-10,2010
NCT02025296,Dec-13,2013
NCT02025673,Aug-13,2013
NCT02025907,Feb-14,2014
NCT02026310,Jan-14,2014
NCT02027103,Jan-12,2012
NCT02027259,Jan-12,2012
NCT02027571,Oct-13,2013
NCT02027740,Jan-09,2009
NCT02027753,Dec-13,2013
NCT02028091,Sep-12,2012
NCT02029924,Dec-13,2013
NCT02030600,Jan-14,2014
NCT02031341,Jan-14,2014
NCT02032108,Mar-13,2013
NCT02033239,Jan-14,2014
NCT02033499,Jan-14,2014
NCT02033876,Oct-13,2013
NCT02033889,Dec-13,2013
NCT02034266,Jan-14,2014
NCT02034513,Jan-14,2014
NCT02035059,Feb-14,2014
NCT02035371,13-Jan-14,2014
NCT02035644,Feb-14,2014
NCT02035891,Dec-13,2013
NCT02035995,Jan-13,2013
NCT02036138,Jan-15,2015
NCT02036372,Jan-14,2014
NCT02036515,Mar-14,2014
NCT02036619,Apr-14,2014
NCT02036892,Feb-12,2012
NCT02038517,Jun-13,2013
NCT02038764,Jun-14,2014
NCT02039141,Apr-12,2012
NCT02039934,Jul-13,2013
NCT02040012,Jul-13,2013
NCT02040025,Apr-14,2014
NCT02040038,Jul-14,2014
NCT02040246,Feb-09,2009
NCT02040337,Apr-14,2014
NCT02040571,Jan-14,2014
NCT02041234,Feb-14,2014
NCT02043054,Jan-14,2014
NCT02043886,Jun-07,2007
NCT02044848,Feb-14,2014
NCT02046395,Jan-12,2012
NCT02047643,Jan-14,2014
NCT02048189,Mar-12,2012
NCT02049034,Jan-14,2014
NCT02049814,Jun-14,2014
NCT02050191,Jul-06,2006
NCT02050399,Aug-13,2013
NCT02051504,Mar-10,2010
NCT02052037,Jan-14,2014
NCT02053051,Sep-13,2013
NCT02053103,Mar-14,2014
NCT02053116,Mar-14,2014
NCT02053272,Feb-14,2014
NCT02053714,Dec-13,2013
NCT02054650,May-14,2014
NCT02054897,Feb-14,2014
NCT02057172,Jan-14,2014
NCT02057211,Feb-14,2014
NCT02057848,Jul-11,2011
NCT02058160,Jan-14,2014
NCT02058641,Feb-14,2014
NCT02059161,Oct-13,2013
NCT02059174,Feb-14,2014
NCT02059187,Feb-14,2014
NCT02059564,Dec-13,2013
NCT02060357,Nov-11,2011
NCT02060916,Mar-11,2011
NCT02061488,Mar-14,2014
NCT02061579,Jan-16,2016
NCT02061618,Jun-14,2014
NCT02063321,Dec-12,2012
NCT02064023,Apr-14,2014
NCT02064309,Feb-14,2014
NCT02064647,Jul-14,2014
NCT02065050,Feb-12,2012
NCT02065310,Oct-14,2014
NCT02065544,Feb-12,2012
NCT02066155,Jan-13,2013
NCT02066766,Apr-15,2015
NCT02066831,Feb-14,2014
NCT02068300,Oct-13,2013
NCT02068638,Feb-14,2014
NCT02068989,Feb-13,2013
NCT02069197,Jan-14,2014
NCT02072096,Feb-14,2014
NCT02072551,Dec-12,2012
NCT02072902,Mar-12,2012
NCT02074540,Apr-14,2014
NCT02075567,Jan-14,2014
NCT02076542,Feb-14,2014
NCT02076555,Feb-14,2014
NCT02076568,Feb-14,2014
NCT02077309,Aug-14,2014
NCT02077452,Mar-14,2014
NCT02077686,Feb-14,2014
NCT02077946,Feb-14,2014
NCT02078440,Jan-14,2014
NCT02079376,Nov-13,2013
NCT02079805,Mar-14,2014
NCT02080377,Jul-14,2014
NCT02080741,Sep-14,2014
NCT02081014,Mar-14,2014
NCT02081118,Feb-14,2014
NCT02081326,Jun-15,2015
NCT02081573,Jan-13,2013
NCT02081586,May-13,2013
NCT02081599,Jan-14,2014
NCT02081989,Nov-15,2015
NCT02082028,Jul-12,2012
NCT02082132,Oct-13,2013
NCT02082184,Mar-14,2014
NCT02082301,Oct-12,2012
NCT02082704,Jun-14,2014
NCT02082756,Jun-14,2014
NCT02084004,Jun-14,2014
NCT02084654,Nov-07,2007
NCT02088034,Sep-13,2013
NCT02088268,Jan-14,2014
NCT02088294,May-14,2014
NCT02088658,May-13,2013
NCT02089126,Jun-14,2014
NCT02090673,Feb-09,2009
NCT02091193,Mar-12,2012
NCT02091323,Mar-14,2014
NCT02091362,Mar-14,2014
NCT02092051,Jan-14,2014
NCT02092597,Oct-13,2013
NCT02092896,Mar-13,2013
NCT02093221,Mar-14,2014
NCT02093702,Apr-14,2014
NCT02094911,Oct-11,2011
NCT02095418,Feb-14,2014
NCT02097069,Apr-14,2014
NCT02097277,Apr-14,2014
NCT02097342,Dec-13,2013
NCT02098395,May-14,2014
NCT02098733,Jun-11,2011
NCT02098746,Jun-11,2011
NCT02098980,May-14,2014
NCT02099409,Jan-14,2014
NCT02100319,Apr-14,2014
NCT02100475,Apr-14,2014
NCT02101151,Jun-12,2012
NCT02102958,Jul-11,2011
NCT02104739,Mar-14,2014
NCT02104804,May-14,2014
NCT02105103,Oct-13,2013
NCT02105597,Aug-14,2014
NCT02105792,Mar-13,2013
NCT02106039,Apr-14,2014
NCT02106104,Mar-14,2014
NCT02106364,Feb-15,2015
NCT02107326,May-14,2014
NCT02107976,11-Feb-14,2014
NCT02108197,Apr-14,2014
NCT02109315,May-14,2014
NCT02109978,Apr-13,2013
NCT02110979,Apr-14,2014
NCT02111096,Apr-14,2014
NCT02112721,May-14,2014
NCT02113332,Jan-13,2013
NCT02114814,Nov-11,2011
NCT02115555,May-14,2014
NCT02117518,May-14,2014
NCT02117622,Jul-15,2015
NCT02119689,Oct-11,2011
NCT02119819,Apr-14,2014
NCT02121483,Jun-14,2014
NCT02121717,May-14,2014
NCT02122250,Oct-14,2014
NCT02122835,Feb-12,2012
NCT02122926,Dec-11,2011
NCT02123732,Jul-14,2014
NCT02123901,Dec-13,2013
NCT02124408,Nov-13,2013
NCT02126605,Jul-14,2014
NCT02127047,Nov-13,2013
NCT02128815,Jan-15,2015
NCT02128932,4-Aug-14,2014
NCT02129868,Apr-14,2014
NCT02129946,Jan-14,2014
NCT02130401,Jun-14,2014
NCT02130505,Jun-07,2007
NCT02131246,May-14,2014
NCT02131272,Jun-14,2014
NCT02131675,Oct-12,2012
NCT02131766,Jun-14,2014
NCT02131896,Dec-14,2014
NCT02132338,Jun-14,2014
NCT02132442,Mar-14,2014
NCT02132637,May-14,2014
NCT02133729,Jun-11,2011
NCT02136654,Jul-15,2015
NCT02137031,Sep-12,2012
NCT02137720,Jun-14,2014
NCT02138006,Sep-82,1982
NCT02138331,Apr-14,2014
NCT02139254,Aug-13,2013
NCT02139943,May-14,2014
NCT02140424,Aug-13,2013
NCT02140983,Aug-13,2013
NCT02143440,Mar-12,2012
NCT02143765,May-14,2014
NCT02144337,May-14,2014
NCT02144948,Aug-14,2014
NCT02145572,May-14,2014
NCT02145611,Jul-13,2013
NCT02146157,Feb-13,2013
NCT02146651,May-14,2014
NCT02147431,May-14,2014
NCT02148861,May-14,2014
NCT02148978,Mar-14,2014
NCT02150707,May-14,2014
NCT02150824,Jul-14,2014
NCT02152371,May-14,2014
NCT02152852,Nov-11,2011
NCT02153879,Feb-09,2009
NCT02154074,May-14,2014
NCT02154997,Nov-14,2014
NCT02155855,Dec-14,2014
NCT02156037,Jul-09,2009
NCT02156349,May-14,2014
NCT02157298,Jun-14,2014
NCT02157480,Sep-14,2014
NCT02158078,Jun-14,2014
NCT02158741,Sep-14,2014
NCT02159378,Jul-14,2014
NCT02159638,May-13,2013
NCT02160639,Jan-15,2015
NCT02160717,May-14,2014
NCT02161094,Apr-13,2013
NCT02162550,Jun-14,2014
NCT02162901,Mar-14,2014
NCT02164266,Jun-14,2014
NCT02167243,Jul-14,2014
NCT02167620,Jun-14,2014
NCT02169050,May-11,2011
NCT02169531,Mar-14,2014
NCT02169570,Dec-14,2014
NCT02169999,Jun-11,2011
NCT02170870,Jun-14,2014
NCT02171351,Apr-16,2016
NCT02173067,Sep-09,2009
NCT02173457,Jun-14,2014
NCT02174562,Jul-14,2014
NCT02175121,Aug-14,2014
NCT02175459,Aug-10,2010
NCT02175537,Jun-14,2014
NCT02175732,Sep-14,2014
NCT02175784,Mar-14,2014
NCT02176681,Jun-14,2014
NCT02178176,Sep-13,2013
NCT02178501,Jan-13,2013
NCT02180191,Jan-13,2013
NCT02180555,Feb-12,2012
NCT02180646,Dec-11,2011
NCT02182830,Jul-14,2014
NCT02183324,Feb-07,2007
NCT02183350,Apr-05,2005
NCT02183415,Aug-05,2005
NCT02185482,Aug-14,2014
NCT02185755,Aug-14,2014
NCT02185963,Oct-14,2014
NCT02188823,Jul-14,2014
NCT02189694,Jun-14,2014
NCT02190669,Jun-14,2014
NCT02191644,Jan-13,2013
NCT02192255,Jan-12,2012
NCT02192424,Jul-14,2014
NCT02193984,Feb-09,2009
NCT02194595,Sep-14,2014
NCT02194608,Dec-11,2011
NCT02196350,Sep-14,2014
NCT02196571,Jul-14,2014
NCT02198846,Jun-14,2014
NCT02199470,Apr-13,2013
NCT02199769,Jul-14,2014
NCT02199834,Feb-13,2013
NCT02200965,Mar-13,2013
NCT02201550,Feb-13,2013
NCT02202161,Aug-14,2014
NCT02202876,Nov-14,2014
NCT02203240,Jun-14,2014
NCT02204384,Aug-14,2014
NCT02204527,Oct-15,2015
NCT02204657,Apr-13,2013
NCT02205528,Aug-14,2014
NCT02205996,Nov-11,2011
NCT02206074,May-12,2012
NCT02206152,Feb-15,2015
NCT02206568,Jun-14,2014
NCT02206607,Sep-14,2014
NCT02207374,Aug-14,2014
NCT02207777,Aug-14,2014
NCT02208115,Nov-13,2013
NCT02208921,Sep-14,2014
NCT02210845,Jul-18,2018
NCT02211261,Sep-14,2014
NCT02211586,Jun-14,2014
NCT02211651,Dec-13,2013
NCT02211742,Aug-14,2014
NCT02211963,Feb-07,2007
NCT02212067,Aug-14,2014
NCT02212158,Sep-14,2014
NCT02212522,Nov-04,2004
NCT02212665,Jan-14,2014
NCT02212925,Nov-06,2006
NCT02213146,Aug-14,2014
NCT02214329,Feb-14,2014
NCT02214641,Oct-14,2014
NCT02214654,Aug-14,2014
NCT02214719,Aug-14,2014
NCT02215200,Dec-14,2014
NCT02218099,Sep-13,2013
NCT02218138,Jan-13,2013
NCT02218268,Oct-14,2014
NCT02218619,Aug-15,2015
NCT02219646,Mar-10,2010
NCT02219750,Aug-13,2013
NCT02220257,Jan-12,2012
NCT02220296,Aug-14,2014
NCT02220907,Aug-14,2014
NCT02220920,Aug-14,2014
NCT02221323,Sep-14,2014
NCT02222350,Jul-14,2014
NCT02222623,Apr-15,2015
NCT02224118,Jul-09,2009
NCT02224417,Mar-15,2015
NCT02225691,Dec-14,2014
NCT02225951,Jul-14,2014
NCT02226003,Sep-14,2014
NCT02226640,Nov-10,2010
NCT02226822,Sep-14,2014
NCT02227303,Aug-14,2014
NCT02227849,Aug-14,2014
NCT02227862,Aug-14,2014
NCT02227875,Aug-14,2014
NCT02229110,Oct-13,2013
NCT02229227,Dec-14,2014
NCT02229240,Aug-15,2015
NCT02229383,Sep-14,2014
NCT02229487,Oct-14,2014
NCT02230137,Feb-15,2015
NCT02230488,Sep-14,2014
NCT02230618,Nov-15,2015
NCT02230631,Oct-14,2014
NCT02231736,May-14,2014
NCT02232503,Feb-15,2015
NCT02232698,Sep-14,2014
NCT02232971,Sep-14,2014
NCT02233179,Jun-09,2009
NCT02234440,Sep-14,2014
NCT02234947,Nov-13,2013
NCT02235298,Sep-15,2015
NCT02236481,Jul-13,2013
NCT02239354,Sep-14,2014
NCT02239458,Jun-15,2015
NCT02240381,Mar-15,2015
NCT02240420,Dec-14,2014
NCT02241317,Jun-14,2014
NCT02242149,Sep-14,2014
NCT02242825,Jan-06,2006
NCT02243072,Dec-14,2014
NCT02244164,Oct-14,2014
NCT02244814,Apr-15,2015
NCT02245659,Mar-15,2015
NCT02246712,Jun-08,2008
NCT02247271,Sep-14,2014
NCT02248272,Oct-11,2011
NCT02248454,Sep-14,2014
NCT02248714,Mar-14,2014
